URL,Nombre,Características,Descripción,Imagen,Precios
https://pc-builds.com/es/parts/power-supply/VpCZNz/sharkoon-rebel-p20-1000-1000w,SHARKOON Rebel P20 1000  1000W,"{'Factor de forma': 'ATX', 'Potencia': '1,000 W', 'Longitud': '140 mm', 'Modular': 'Full'}","The SHARKOON Rebel P20 1000 is an ATX form factor power supply with a robust wattage output of 1000W. Measuring 140 mm in length, it is designed to fit standard PC cases while providing ample power for high-performance components. The fully modular design allows users to connect only the cables they need, promoting better airflow and cable management inside the case.",https://m.media-amazon.com/images/I/41AaCmTb90L._SL500_.jpg,"{'Nuevos': {'Cantidad': 4, 'Precio': '173.94 €.'}, 'Utilizados': {'Cantidad': 2, 'Precio': '129.92 €.'}}"
https://pc-builds.com/es/parts/power-supply/8z7pph/super-flower-leadex-iii-gold-850w,Super Flower Leadex III Gold  850W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '850 W', 'Longitud': '160 mm', 'Modular': 'Full'}","The Super Flower Leadex III Gold 850W is an ATX form factor power supply with a notable efficiency rating of 80+ Gold, making it suitable for high-performance systems while optimizing energy consumption. With a wattage of 850 W, it provides ample power for demanding applications and allows for potential system upgrades. At a length of 160 mm, it fits well within standard cases designed for robust configurations.",https://m.media-amazon.com/images/I/31oH7i-h0sL._SL500_.jpg,"{'Nuevos': {'Cantidad': 2, 'Precio': '194.99 $.'}, 'Utilizados': {'Cantidad': 1, 'Precio': '222.46 $.'}}"
https://pc-builds.com/es/parts/power-supply/9MV2W1/super-flower-leadex-vii-xg-1000w,Super Flower LEADEX VII XG  1000W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '1,000 W', 'Longitud': '150 mm', 'Modular': 'Full'}","The Super Flower LEADEX VII XG 1000W power supply features an ATX form factor and boasts an efficiency rating of 80+ Gold, which indicates high energy efficiency and reliability under load. With a wattage capacity of 1,000 Watts, it is suitable for high-performance PC builds requiring substantial power. Its dimensions of 150 mm make it compact enough for most standard cases while maintaining optimal thermal performance.",https://m.media-amazon.com/images/I/51FmG+L2g5L._SL500_.jpg,"{'Nuevos': {'Cantidad': 3, 'Precio': '209.99 $.'}, 'Utilizados': {'Cantidad': 1, 'Precio': '279.22 $.'}}"
https://pc-builds.com/es/parts/power-supply/t9bTMX/lian-li-sp850-850w,Lian Li SP850  850W,"{'Factor de forma': 'SFX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '850 W', 'Longitud': '100 mm', 'Modular': 'Full'}","The Lian Li SP850 is a high-performance SFX power supply with a wattage of 850 W, designed for compact builds that require powerful components. With an 80+ Gold efficiency rating, it guarantees high energy efficiency, making it both a reliable and cost-effective choice for users concerned about power consumption. Its compact length of 100 mm ensures compatibility with smaller form factor cases, allowing for versatility in system design.",https://m.media-amazon.com/images/I/41yQvSAwiWL._SL500_.jpg,"{'Nuevos': {'Cantidad': 5, 'Precio': '164.95 €.'}}"
https://pc-builds.com/es/parts/power-supply/YTHqGA/phanteks-amp-v2-1000w,Phanteks AMP v2  1000W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '1,000 W', 'Longitud': '140 mm', 'Modular': 'Full'}","The Phanteks AMP v2 1000W power supply unit adopts an ATX form factor and boasts an impressive efficiency rating of 80+ Gold, indicating its ability to manage power usage effectively while minimizing waste. With a wattage output of 1,000W, it serves as a robust choice for high-performance systems, ensuring sufficient power delivery for demanding components. Its compact length of 140 mm allows for easy installation in a variety of chassis, making it a flexible option for builders.",https://images.pc-builds.com/images/components/84cc26dddb74062115c247b146f610c3/3b4a31335cee5874be1ef24b83ebabeb/db4a3516a670071f2fa6fcab81c01996.png,N/A
https://pc-builds.com/es/parts/power-supply/Y4YLHP/seasonic-prime-ultra-gold-850-850w,SeaSonic PRIME Ultra Gold 850  850W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '850 W', 'Longitud': '170 mm', 'Modular': 'Full'}","The SeaSonic PRIME Ultra Gold 850W power supply is designed in a standard ATX form factor, making it compatible with a wide range of cases. It boasts a commendable 80+ Gold efficiency rating, ensuring less energy waste and lower heat output, which can contribute to overall system reliability and energy savings. With a total wattage capacity of 850 watts, it is adequate for powering high-performance components, including gaming systems and workstations.",https://m.media-amazon.com/images/I/51AguJJtbHL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '231.60 $.'}}"
https://pc-builds.com/es/parts/power-supply/7Hg3ib/antec-basiq-350w,Antec Basiq  350W,"{'Factor de forma': 'ATX', 'Potencia': '350 W', 'Longitud': '139 mm', 'Modular': 'No'}","The Antec Basiq 350W power supply is designed with a traditional ATX form factor, making it compatible with most standard PC cases. With a maximum output of 350 watts, it provides adequate power for basic computing needs, although it may not be sufficient for high-performance gaming rigs or demanding applications. The length of the unit is 139 mm, fitting conveniently within space constraints typical of many builds.",https://m.media-amazon.com/images/I/41Y6U+D+c+L._SL500_.jpg,"{'Nuevos': {'Cantidad': 2, 'Precio': '151.11 $.'}, 'Utilizados': {'Cantidad': 3, 'Precio': '68.02 $.'}}"
https://pc-builds.com/es/parts/power-supply/927pph/evga-supernova-850-g5-850w,EVGA SuperNOVA 850 G5  850W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '850 W', 'Longitud': '150 mm', 'Modular': 'Full'}","The EVGA SuperNOVA 850 G5 is an ATX form factor power supply unit (PSU) with a wattage output of 850W, making it suitable for high-performance builds. It boasts an efficiency rating of 80+ Gold, which signifies high energy efficiency and reduced waste heat generation. With a compact length of 150 mm, it can fit into a variety of cases while facilitating optimal airflow and cooling.",https://m.media-amazon.com/images/I/41alRMqwpyL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '151.00 €.'}}"
https://pc-builds.com/es/parts/power-supply/Bttksn/nox-urano-vx-750w,NOX URANO VX  750W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Bronze', 'Potencia': '750 W', 'Longitud': '160 mm', 'Modular': 'No'}","The NOX URANO VX 750W is an ATX form factor power supply with a wattage output of 750 W. It has an efficiency rating of 80+ Bronze, indicating a decent level of energy efficiency, suitable for mid-range to high-end systems. The power supply measures 160 mm in length, allowing it to fit into most standard ATX cases.",https://m.media-amazon.com/images/I/31iZOc1Hw0L._SL500_.jpg,"{'Nuevos': {'Cantidad': 32, 'Precio': '55.00 €.'}, 'Utilizados': {'Cantidad': 1, 'Precio': '56.88 €.'}}"
https://pc-builds.com/es/parts/power-supply/zzLdDY/chieftec-polaris-750w,Chieftec Polaris  750W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '750 W', 'Longitud': '140 mm', 'Modular': 'Full'}","The Chieftec Polaris 750W power supply is designed in the ATX form factor, making it compatible with a wide range of PC cases. It provides a substantial wattage of 750 W, suitable for powering mid to high-end systems. The unit boasts an 80+ Gold efficiency rating, ensuring reliable performance while minimizing energy waste. With dimensions of 140 mm in length, it fits comfortably in most setups, and it features a fully modular design for convenient cable management.",https://m.media-amazon.com/images/I/31B7dD6eAeL._SL500_.jpg,"{'Nuevos': {'Cantidad': 2, 'Precio': '112.71 €.'}}"
https://pc-builds.com/es/parts/power-supply/B9CDkL/antec-earthwatts-gold-pro-650-650w,Antec EARTHWATTS GOLD PRO 650  650W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '650 W', 'Longitud': '140 mm', 'Modular': 'Semi'}","The Antec EARTHWATTS GOLD PRO 650 is an ATX form factor power supply that provides a reliable power output of 650 watts. It has an 80+ Gold efficiency rating, indicating that it delivers high efficiency during power conversion, reducing energy loss and ensuring stable performance under various loads. The power supply's dimensions are compact at 140 mm, fitting well into most standard cases.",https://m.media-amazon.com/images/I/41aJp44FcgL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '154.05 $.'}, 'Utilizados': {'Cantidad': 1, 'Precio': '317.67 $.'}}"
https://pc-builds.com/es/parts/power-supply/q72ksn/evga-supernova-1600-g2-1600w,EVGA SuperNOVA 1600 G2  1600W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '1,600 W', 'Longitud': '220 mm', 'Modular': 'Full'}","The EVGA SuperNOVA 1600 G2 is an ATX form factor power supply renowned for its impressive 1,600W wattage capabilities, making it suitable for high-performance builds that require substantial power. With an 80+ Gold efficiency rating, it ensures reduced energy waste and lower electricity bills, which is a critical consideration for users operating high-end components. The length of the unit at 220 mm allows for compatibility within a wide range of PC cases.",https://m.media-amazon.com/images/I/51jnIyFyaTL._SL500_.jpg,"{'Nuevos': {'Cantidad': 2, 'Precio': '769.99 $.'}, 'Utilizados': {'Cantidad': 2, 'Precio': '469.51 $.'}}"
https://pc-builds.com/es/parts/power-supply/nQJksn/corsair-hx1000-platinum-1000w,Corsair HX1000 Platinum  1000W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Platinum', 'Potencia': '1,000 W', 'Longitud': '180 mm', 'Modular': 'Full'}","The Corsair HX1000 Platinum is a high-performance power supply that adheres to the ATX form factor, making it compatible with a wide range of computer cases. With a significant wattage rating of 1,000 W and an impressive 80+ Platinum efficiency rating, it ensures optimal power delivery while minimizing energy waste. Its dimensions of 180 mm in length make it compact enough to fit in many builds while still providing ample power output for demanding components.",https://m.media-amazon.com/images/I/51QvmULw-VL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '409.00 $.'}, 'Utilizados': {'Cantidad': 5, 'Precio': '148.00 $.'}}"
https://pc-builds.com/es/parts/power-supply/pkpA0g/seasonic-prime-px-1600w,SeaSonic PRIME PX  1600W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Platinum', 'Potencia': '1,600 W', 'Longitud': '210 mm', 'Modular': 'Full'}","The SeaSonic PRIME PX 1600W power supply features an ATX form factor, making it compatible with a wide range of mid to full-tower cases. With a significant wattage of 1,600 W and an 80+ Platinum efficiency rating, it is designed to provide stable power while maintaining high energy efficiency, which is crucial for system reliability and lower electricity costs.",https://m.media-amazon.com/images/I/51AbwEQvk6L._SL500_.jpg,"{'Nuevos': {'Cantidad': 3, 'Precio': '484.32 €.'}}"
https://pc-builds.com/es/parts/power-supply/ZCgQPG/evga-850-b5-850w,EVGA 850 B5  850W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Bronze', 'Potencia': '850 W', 'Longitud': '150 mm', 'Modular': 'Full'}","The EVGA 850 B5 is an ATX form factor power supply unit, offering a robust output of 850 watts. It carries an 80+ Bronze efficiency rating, indicating it maintains a decent level of energy efficiency, making it suitable for mid to high-end builds. The length of the unit is 150 mm, which is standard for this type of component, allowing for compatibility with various case designs.",https://m.media-amazon.com/images/I/51To6QUlUwL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '193.87 $.'}}"
https://pc-builds.com/es/parts/power-supply/Wv64ol/thermaltake-toughpower-1500w,Thermaltake Toughpower  1500W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '1,500 W', 'Longitud': '220 mm', 'Modular': 'Semi'}","The Thermaltake Toughpower 1500W power supply is designed in the ATX form factor, making it compatible with a majority of PC cases. With an impressive wattage of 1,500 W, it provides ample power for high-performance systems, ideally suited for gaming or professional setups that demand significant energy. The 80+ Gold efficiency rating indicates superior energy efficiency, helping to minimize excess heat and power consumption while maintaining stable performance.",https://m.media-amazon.com/images/I/41M9mXWQUSL._SL500_.jpg,"{'Utilizados': {'Cantidad': 1, 'Precio': '560.06 $.'}, 'Nuevos': {'Cantidad': 3, 'Precio': '464.99 $.'}}"
https://pc-builds.com/es/parts/power-supply/ydXVjK/cooler-master-v750-gold-i-750w,Cooler Master V750 Gold i  750W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '750 W', 'Longitud': '160 mm', 'Modular': 'Full'}","The Cooler Master V750 Gold i is an ATX form factor power supply unit with a wattage output of 750W, making it suitable for a variety of mid to high-end builds. It boasts an 80+ Gold efficiency rating, meaning it operates at 87% efficiency or higher under typical loads, which can lead to cost savings over time and reduced heat generation. Its length of 160mm makes it compatible with many cases, allowing flexibility in system design.",https://images.pc-builds.com/images/components/84cc26dddb74062115c247b146f610c3/4902238310e5fccf5bb7dbe49b0f7494/db4a3516a670071f2fa6fcab81c01996.png,N/A
https://pc-builds.com/es/parts/power-supply/HMbyFo/montech-apx-750w,Montech APX  750W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+', 'Potencia': '750 W', 'Longitud': '140 mm', 'Modular': 'No'}","The Montech APX 750W power supply follows the ATX form factor and boasts an efficiency rating of 80+, which indicates a fairly high level of performance and energy utilization. With a wattage of 750W, it provides adequate power for most mid to high-tier gaming setups and workstations. Its compact design features a length of 140 mm, allowing for compatibility with a variety of PC cases.",https://m.media-amazon.com/images/I/41cEcVaK0QL._SL500_.jpg,"{'Nuevos': {'Cantidad': 4, 'Precio': '135.02 $.'}}"
https://pc-builds.com/es/parts/power-supply/swvDkL/enermax-revolution-d-f-12-750w,Enermax Revolution D.F. 12  750W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '750 W', 'Longitud': '122 mm', 'Modular': 'Full'}","The Enermax Revolution D.F. 12 750W power supply unit adopts the ATX form factor, making it compatible with most standard cases. It boasts an impressive 80+ Gold efficiency rating, ensuring reduced energy consumption and improved reliability. With a wattage output of 750W, it provides ample power for high-performance systems while maintaining a manageable length of 122 mm, which aids in space efficiency within the build.",https://m.media-amazon.com/images/I/41jz3JQkv8L._SL500_.jpg,"{'Nuevos': {'Cantidad': 4, 'Precio': '118.90 €.'}}"
https://pc-builds.com/es/parts/power-supply/GMZA0g/cooler-master-mwe-bronze-500w,Cooler Master MWE Bronze  500W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Bronze', 'Potencia': '500 W', 'Longitud': '140 mm', 'Modular': 'No'}","The Cooler Master MWE Bronze 500W power supply unit adheres to the ATX form factor, making it compatible with a wide range of cases. With an efficiency rating of 80+ Bronze, it offers decent energy efficiency, allowing users to benefit from reduced power consumption and lower electricity bills while running their systems.",https://m.media-amazon.com/images/I/5114QgUIacL._SL500_.jpg,"{'Nuevos': {'Cantidad': 3, 'Precio': '194.45 $.'}}"
https://pc-builds.com/es/parts/power-supply/43JhdT/nzxt-c1000-2022-1000w,NZXT C1000 (2022)  1000W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '1,000 W', 'Longitud': '150 mm', 'Modular': 'Full'}","The NZXT C1000 (2022) is an ATX power supply unit with a total wattage of 1,000 watts, making it suitable for high-performance systems requiring substantial power. It boasts an 80+ Gold efficiency rating, indicating that it operates efficiently by converting a significant portion of input power into usable output, which reduces energy waste and heat generation. With a length of 150 mm, it can fit into most standard cases, simplifying integration into various builds.",https://m.media-amazon.com/images/I/41Y3Y9WOWVL._SL500_.jpg,"{'Utilizados': {'Cantidad': 2, 'Precio': '173.91 $.'}}"
https://pc-builds.com/es/parts/power-supply/Rbg3ib/apex-al-a400atx-400w,Apex AL-A400ATX  400W,"{'Factor de forma': 'ATX', 'Potencia': '400 W', 'Longitud': '140 mm', 'Modular': 'No'}","The Apex AL-A400ATX 400W power supply unit adheres to the ATX form factor, making it suitable for a variety of standard-sized computer cases. With a compact length of 140 mm, it provides flexibility in installation while ensuring a balanced design. It features a non-modular configuration, which means all cables are fixed and cannot be removed, potentially leading to a cluttered build if unused cables are present.",https://m.media-amazon.com/images/I/41GZ8t2I2QL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '170.48 $.'}, 'Utilizados': {'Cantidad': 2, 'Precio': '79.86 $.'}}"
https://pc-builds.com/es/parts/power-supply/dkndDY/mars-gaming-mpii650-650w,Mars Gaming MPII650  650W,"{'Factor de forma': 'ATX', 'Potencia': '650 W', 'Longitud': '140 mm', 'Modular': 'No'}","The Mars Gaming MPII650 is an ATX power supply unit with a wattage rating of 650 W, suitable for mid-range builds and gaming systems. It features a compact length of 140 mm, allowing for flexible installation in various chassis. The unit is non-modular, which means all cables are fixed and cannot be removed, potentially leading to a cluttered build if not managed properly.",https://m.media-amazon.com/images/I/51FSzUyxSLL._SL500_.jpg,"{'Utilizados': {'Cantidad': 3, 'Precio': '47.52 €.'}}"
https://pc-builds.com/es/parts/power-supply/Hbfi5e/gigabyte-p-b-650w,Gigabyte P-B  650W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Bronze', 'Potencia': '650 W', 'Longitud': '140 mm', 'Modular': 'No'}","The Gigabyte P-B 650W power supply is designed in the ATX form factor, making it compatible with a wide range of computer cases. With a wattage output of 650 watts, it provides sufficient power for most mid-range systems. It features an 80+ Bronze efficiency rating, ensuring reliability and energy efficiency during operation. Its dimensions are compact at 140 mm in length, allowing it to fit comfortably in standard ATX cases.",https://images.pc-builds.com/images/components/84cc26dddb74062115c247b146f610c3/ef7379d9335d19f810c1a09ddbedacc3/db4a3516a670071f2fa6fcab81c01996.png,N/A
https://pc-builds.com/es/parts/power-supply/pqzvmp/fsp-group-fsp220-60le-80-220w,FSP Group FSP220-60LE(80)  220W,"{'Factor de forma': 'Mini ITX', 'Calificación de eficiencia': '80+', 'Potencia': '220 W', 'Longitud': '150 mm', 'Modular': 'No'}","The FSP Group FSP220-60LE(80) is a Mini ITX form factor power supply unit with a total wattage of 220W, targeting compact systems that prioritize efficiency. It boasts an 80+ efficiency rating, which ensures that it maintains a reasonable level of energy consumption and heat generation during operation. The power supply measures 150 mm in length, making it suitable for smaller builds where space is a critical concern.",https://m.media-amazon.com/images/I/41K91D4sMxL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '114.88 $.'}, 'Utilizados': {'Cantidad': 1, 'Precio': '49.95 $.'}}"
https://pc-builds.com/es/parts/power-supply/KgWaa4/coolmax-cl-700b-700w,CoolMax CL-700B  700W,"{'Factor de forma': 'ATX', 'Potencia': '700 W', 'Longitud': '160 mm', 'Modular': 'No'}","The CoolMax CL-700B is an ATX form factor power supply unit with a maximum output of 700 watts, suitable for various PC builds. With a length of 160 mm, it can fit into most standard cases without issue. It is not a modular unit, resulting in a more cluttered interior but possibly lower costs. The unit includes a single EPS connector for CPU power, along with one PCIe 6+2-pin and one PCIe 6-pin connector for GPU compatibility.",https://m.media-amazon.com/images/I/41BR2UwEPrL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '61.33 $.'}}"
https://pc-builds.com/es/parts/power-supply/hcbyFo/montech-apx-650w,Montech APX  650W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+', 'Potencia': '650 W', 'Longitud': '140 mm', 'Modular': 'No'}","The Montech APX 650W power supply features an ATX form factor, making it compatible with a wide range of computer cases. It has an efficiency rating of 80+, indicating that it can convert a significant portion of input power into usable output, which often results in lower energy costs and reduced heat generation. With a wattage of 650W, it delivers sufficient power for typical mid-range gaming builds or workstation setups. The power supply measures 140 mm in length, allowing it to fit easily in most cases without significant space constraints.",https://m.media-amazon.com/images/I/41zLtynJHLL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '175.72 $.'}}"
https://pc-builds.com/es/parts/power-supply/LCfpph/evga-supernova-850-g2-850w,EVGA SuperNOVA 850 G2  850W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '850 W', 'Longitud': '177 mm', 'Modular': 'Full'}","The EVGA SuperNOVA 850 G2 is an ATX form factor power supply that boasts an efficiency rating of 80+ Gold, making it an energy-efficient choice for high-performance systems. With a wattage output of 850 W, it is well-suited for powering demanding hardware configurations. Its length of 177 mm ensures compatibility with most PC cases, while its full modular design allows users to customize cable management for improved airflow and aesthetics.",https://images.pc-builds.com/images/components/84cc26dddb74062115c247b146f610c3/32821e30f1111d7538d1d3c4a3845d61/db4a3516a670071f2fa6fcab81c01996.png,N/A
https://pc-builds.com/es/parts/power-supply/FWkWX5/antec-neoeco-gold-750w,Antec NeoECO Gold  750W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '750 W', 'Longitud': '140 mm', 'Modular': 'Full'}","The Antec NeoECO Gold 750W power supply adheres to the ATX form factor, making it compatible with standard mid-range to high-end PC builds. It boasts an efficiency rating of 80+ Gold, ensuring that it operates at optimal energy efficiency with minimal wasted power, ultimately contributing to lower energy bills. With a wattage of 750 W, it provides ample power for various components, including graphics cards and processors, catering to demanding applications.",https://m.media-amazon.com/images/I/519c3InL1EL._SL500_.jpg,"{'Nuevos': {'Cantidad': 2, 'Precio': '210.39 $.'}}"
